Date,Open,High,Low,Close,Volume
2020-07-10 00:00:00+00:00,0.003989,0.003989,0.00334,0.003739,1582278508.0
2020-07-10 12:00:00+00:00,0.003739,0.003977,0.00338,0.003535,5995926292.0
2020-07-11 00:00:00+00:00,0.003535,0.003756,0.003411,0.003564,2808198165.0
2020-07-11 12:00:00+00:00,0.003564,0.00396,0.003558,0.003812,3345956794.0
2020-07-12 00:00:00+00:00,0.00381,0.003861,0.003664,0.003712,1461542733.0
2020-07-12 12:00:00+00:00,0.003712,0.00375,0.003573,0.003648,1371140007.0
2020-07-13 00:00:00+00:00,0.003647,0.00366,0.003421,0.003527,1749656948.0
2020-07-13 12:00:00+00:00,0.003527,0.003548,0.002942,0.003159,6004838574.0
2020-07-14 00:00:00+00:00,0.003159,0.003225,0.003014,0.003162,2161954452.0
2020-07-14 12:00:00+00:00,0.003165,0.003401,0.003115,0.003293,2816588599.0
2020-07-15 00:00:00+00:00,0.003293,0.003293,0.003102,0.003163,1465435926.0
2020-07-15 12:00:00+00:00,0.003163,0.003182,0.003046,0.003088,1638752198.0
2020-07-16 00:00:00+00:00,0.003089,0.003093,0.00287,0.002956,1824176126.0
2020-07-16 12:00:00+00:00,0.002956,0.003025,0.002881,0.002985,1387810098.0
2020-07-17 00:00:00+00:00,0.002985,0.003095,0.002912,0.003035,1996917024.0
2020-07-17 12:00:00+00:00,0.003034,0.003092,0.002971,0.003057,1230322815.0
2020-07-18 00:00:00+00:00,0.003058,0.003678,0.003013,0.003413,9167475612.0
2020-07-18 12:00:00+00:00,0.003413,0.003609,0.003388,0.003436,4316315469.0
2020-07-19 00:00:00+00:00,0.003437,0.003779,0.00333,0.003385,5223449344.0
2020-07-19 12:00:00+00:00,0.003385,0.003437,0.003301,0.003385,1989323670.0
2020-07-20 00:00:00+00:00,0.003386,0.003432,0.00325,0.003272,1282542144.0
2020-07-20 12:00:00+00:00,0.003274,0.003284,0.003125,0.003216,2080489099.0
2020-07-21 00:00:00+00:00,0.003215,0.003321,0.00318,0.003245,1486860433.0
2020-07-21 12:00:00+00:00,0.003248,0.003311,0.003205,0.003302,1132582978.0
2020-07-22 00:00:00+00:00,0.003303,0.003304,0.003203,0.003228,719311286.0
2020-07-22 12:00:00+00:00,0.003228,0.003314,0.003209,0.003292,702232347.0
2020-07-23 00:00:00+00:00,0.003294,0.003349,0.003265,0.0033,874774121.0
2020-07-23 12:00:00+00:00,0.0033,0.003339,0.003271,0.003307,799544522.0
2020-07-24 00:00:00+00:00,0.003307,0.003314,0.003131,0.003191,1030028781.0
2020-07-24 12:00:00+00:00,0.00319,0.003285,0.003166,0.003213,928236952.0
